Unnamed: 0,Condition,Owner_in,Size_in,Type_in,Quality_in,Owner_out,Size_out,Type_out,Quality_out,DaysInDeposit,week
315,D,7,2,DRY,CLASE B,6,2,DRY,CLASE B-C,44,5
316,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,44,5
317,O,7,2,DRY,CLASE B-C,7,1,DRY,CLASE B-C,42,5
318,O,7,2,DRY,CLASE B-C,7,1,DRY,INSPECTION,11,5
319,O,7,2,DRY,CLASE B-C,7,1,DRY,CLASE B-C,6,5
320,O,7,2,DRY,CLASE A,7,1,DRY,CLASE B-C,6,5
321,O,7,2,DRY,CLASE B,7,1,DRY,INSPECTION,37,5
322,O,7,2,DRY,CLASE A,7,1,DRY,CLASE D,34,5
323,O,7,2,DRY,CLASE A,7,1,DRY,INSPECTION,32,5
324,O,7,2,DRY,CLASE A,4,2,RF,CLASE B-C,38,5
325,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,33,5
326,O,7,2,DRY,CLASE B,2,2,DRY,INSPECTION,34,5
327,O,7,2,DRY,CLASE B,5,2,DRY,INSPECTION,38,5
328,O,7,2,DRY,CLASE B-C,7,1,DRY,CLASE B-C,32,5
329,O,7,2,DRY,CLASE B,7,1,DRY,CLASE B-C,32,5
330,O,7,2,DRY,CLASE B-C,7,1,DRY,INSPECTION,32,5
331,O,7,2,DRY,CLASE B,7,1,DRY,CLASE D,22,5
332,O,7,2,DRY,CLASE B-C,7,1,DRY,INSPECTION,32,5
333,O,7,2,DRY,CLASE B-C,7,1,DRY,CLASE B-C,32,5
334,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,29,5
335,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,31,5
336,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,29,5
337,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
338,O,7,2,DRY,INSPECTION,2,2,DRY,CLASE B-C,31,5
339,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,28,5
340,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,28,5
341,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,28,5
342,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,28,5
343,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,27,5
344,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
345,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
346,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
347,O,7,2,DRY,CLASE B-C,5,2,DRY,INSPECTION,31,5
348,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,25,5
349,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,18,5
350,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,1,5
351,O,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,2,5
352,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,21,5
353,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
354,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
355,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
356,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,22,5
357,D,7,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,19,5
358,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,18,5
359,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
360,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,22,5
361,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
362,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,19,5
363,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
364,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
365,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
366,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,15,5
367,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
368,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
369,D,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
370,D,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
371,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
372,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
373,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
374,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
375,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
376,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
377,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
378,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
379,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
380,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,15,5
381,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,20,5
382,D,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,18,5
383,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,18,5
384,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
385,D,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
386,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
387,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,15,5
388,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
389,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
390,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
391,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
392,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
393,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
394,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
395,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
396,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
397,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
398,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
399,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,19,5
400,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,20,5
401,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,16,5
402,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,19,5
403,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,18,5
404,O,7,2,DRY,CLASE B-C,3,1,DRY,CLASE B-C,12,5
405,O,7,2,DRY,CLASE D,6,2,DRY,CLASE B-C,9,5
406,D,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,9,5
407,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,9,5
408,D,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,9,5
409,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,9,5
410,D,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,9,5
411,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,9,5
412,I,7,2,DRY,INSPECTION,6,2,DRY,CLASE B-C,9,5
413,D,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,9,5
414,O,7,2,DRY,CLASE B-C,7,1,DRY,INSPECTION,8,5
415,D,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,6,5
416,O,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,6,5
417,O,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,6,5
418,O,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,6,5
419,O,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,7,5
420,O,7,2,DRY,CLASE B-C,1,1,DRY,CLASE B-C,9,5
421,O,7,2,DRY,CLASE B-C,1,1,DRY,CLASE B-C,5,5
422,O,7,2,DRY,CLASE B-C,1,1,DRY,CLASE B-C,8,5
423,O,7,2,DRY,CLASE B-C,1,1,DRY,CLASE B-C,4,5
424,D,7,2,DRY,CLASE B-C,1,1,DRY,CLASE B-C,9,5
425,O,7,2,DRY,CLASE B,1,1,DRY,CLASE B-C,8,5
426,O,7,2,DRY,CLASE B-C,1,1,DRY,CLASE B-C,9,5
427,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
428,D,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
429,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
430,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
431,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
432,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
433,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
434,O,7,2,DRY,CLASE D,7,2,DRY,CLASE B-C,1,5
435,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
436,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
437,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
438,O,7,2,DRY,CLASE D,7,2,DRY,CLASE B-C,1,5
439,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
440,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
441,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
442,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
443,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
444,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
445,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
446,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
447,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
448,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
449,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
450,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
451,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
452,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
453,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B,2,5
454,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
455,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
456,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE A,1,5
457,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B,1,5
458,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE A,1,5
459,O,7,2,DRY,CLASE B,7,2,DRY,CLASE A,1,5
460,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE A,1,5
461,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
462,D,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B,1,5
463,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B,1,5
464,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
465,D,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
466,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
467,D,1,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
468,O,6,2,DRY,CLASE B-C,7,2,DRY,INSPECTION,1,5
469,D,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
470,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
471,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,1,5
472,I,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
473,D,1,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
474,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
475,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
476,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,1,5
477,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
478,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
479,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
480,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
481,D,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
482,O,6,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
483,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
484,D,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
485,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
486,D,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
487,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
488,D,10,2,DRY,CLASE D,7,2,DRY,CLASE B-C,1,5
489,D,10,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
490,O,10,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
491,D,10,2,DRY,CLASE B-C,7,2,DRY,CLASE D,1,5
492,D,10,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
493,D,10,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
494,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
495,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
496,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
497,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
498,D,1,2,DRY,CLASE D,7,2,DRY,CLASE D,1,5
499,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
500,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
501,O,6,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
502,D,1,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
503,I,1,2,DRY,INSPECTION,7,2,DRY,CLASE B-C,1,5
504,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
505,D,1,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
506,I,1,2,DRY,INSPECTION,7,2,DRY,CLASE B-C,2,5
507,D,1,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
508,D,1,2,DRY,CLASE D,6,2,DRY,CLASE B-C,3,5
509,D,1,2,DRY,CLASE D,6,2,DRY,CLASE B-C,4,5
510,O,1,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,76,5
511,D,6,2,DRY,CLASE B-C,2,2,RF,INSPECTION,79,5
512,D,1,2,DRY,CLASE D,1,1,DRY,INSPECTION,72,5
513,O,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,72,5
514,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,73,5
515,O,6,2,DRY,CLASE B-C,1,2,RF,INSPECTION,77,5
516,O,6,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,76,5
517,D,6,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,76,5
518,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,71,5
519,O,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,64,5
520,O,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,61,5
521,O,6,2,RF,CLASE B-C,1,1,DRY,CLASE B-C,64,5
522,I,6,2,RF,CLASE B-C,1,1,DRY,INSPECTION,59,5
523,O,6,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,62,5
524,D,6,2,RF,CLASE B-C,1,1,DRY,INSPECTION,62,5
525,O,6,2,RF,CLASE B-C,1,1,DRY,INSPECTION,63,5
526,I,6,2,RF,INSPECTION,1,1,DRY,INSPECTION,62,5
527,D,6,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,63,5
528,I,6,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,63,5
529,I,6,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,62,5
530,D,6,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,62,5
531,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,60,5
532,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,60,5
533,O,6,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,44,5
534,D,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,63,5
535,D,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,60,5
536,O,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,55,5
537,O,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,55,5
538,O,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,55,5
539,O,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,58,5
540,O,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,55,5
541,D,6,2,RF,CLASE B-C,1,1,DRY,INSPECTION,55,5
542,O,6,2,RF,CLASE B-C,1,1,DRY,INSPECTION,58,5
543,O,6,2,RF,CLASE B-C,1,1,DRY,INSPECTION,55,5
544,O,6,2,DRY,CLASE B-C,2,1,DRY,CLASE B-C,56,5
545,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,56,5
546,O,6,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,47,5
547,D,6,2,DRY,CLASE B-C,2,1,DRY,CLASE B-C,56,5
548,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,56,5
549,I,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,56,5
550,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,57,5
551,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,61,5
552,D,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,61,5
553,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,62,5
554,D,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,62,5
555,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,63,5
556,D,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,63,5
557,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,61,5
558,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,61,5
559,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,63,5
560,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,61,5
561,D,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,61,5
562,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,61,5
563,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,62,5
564,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,62,5
565,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,62,5
566,D,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,62,5
567,O,6,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,61,5
568,O,6,2,RF,CLASE B-C,4,2,DRY,CLASE B-C,61,5
569,O,6,2,RF,CLASE B-C,6,2,RF,CLASE B-C,50,5
570,O,6,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,50,5
571,D,6,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,42,5
572,D,6,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,49,5
573,D,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,49,5
574,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
575,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,53,5
576,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,48,5
577,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,50,5
578,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,51,5
579,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,51,5
580,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,51,5
581,O,6,2,RF,CLASE B-C,2,2,DRY,INSPECTION,49,5
582,D,6,2,RF,CLASE B-C,2,2,DRY,INSPECTION,43,5
583,O,6,2,RF,INSPECTION,2,2,DRY,INSPECTION,49,5
584,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,50,5
585,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,49,5
586,D,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,51,5
587,O,6,2,RF,CLASE B-C,2,2,DRY,INSPECTION,45,5
588,O,6,2,RF,CLASE B-C,2,2,DRY,INSPECTION,54,5
589,O,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,50,5
590,I,6,2,RF,CLASE B-C,2,2,DRY,INSPECTION,55,5
591,O,6,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,50,5
592,O,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,50,5
593,D,6,2,RF,CLASE B-C,2,2,DRY,INSPECTION,43,5
594,I,6,2,RF,CLASE B-C,7,2,RF,CLASE B-C,51,5
595,D,6,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,53,5
596,O,6,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,51,5
597,O,6,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,51,5
598,O,6,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,49,5
599,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
600,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
601,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
602,O,6,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,48,5
603,O,6,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,43,5
604,O,6,2,DRY,CLASE B,2,2,DRY,INSPECTION,48,5
605,O,6,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,41,5
606,O,6,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,48,5
607,O,6,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,48,5
608,O,6,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,41,5
609,O,6,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,42,5
610,D,6,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,41,5
611,O,6,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,47,5
612,D,6,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,34,5
613,O,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,44,5
614,O,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,44,5
615,O,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,44,5
616,I,6,2,DRY,INSPECTION,6,2,RF,CLASE B-C,37,5
617,O,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,44,5
618,O,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,44,5
619,O,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,44,5
620,D,6,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,37,5
621,O,6,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,37,5
622,O,6,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,37,5
623,D,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,44,5
624,O,6,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
625,O,6,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,40,5
626,D,6,2,DRY,CLASE B-C,4,2,DRY,INSPECTION,45,5
627,O,6,2,RF,CLASE B-C,2,1,DRY,INSPECTION,34,5
628,D,6,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,31,5
